claim_id,true_label,seed,input_file
103221,Refuted,42,shared_task_dev.jsonl
81778,Refuted,42,shared_task_dev.jsonl
110534,Refuted,42,shared_task_dev.jsonl
219033,Refuted,42,shared_task_dev.jsonl
162743,Supported,42,shared_task_dev.jsonl
69790,Supported,42,shared_task_dev.jsonl
35475,Supported,42,shared_task_dev.jsonl
529,Refuted,42,shared_task_dev.jsonl
223214,Supported,42,shared_task_dev.jsonl
112568,Supported,42,shared_task_dev.jsonl
53676,Supported,42,shared_task_dev.jsonl
1480,Supported,42,shared_task_dev.jsonl
158907,Refuted,42,shared_task_dev.jsonl
146300,Refuted,42,shared_task_dev.jsonl
184287,Supported,42,shared_task_dev.jsonl
1220,Supported,42,shared_task_dev.jsonl
177489,Refuted,42,shared_task_dev.jsonl
165687,Supported,42,shared_task_dev.jsonl
48048,Refuted,42,shared_task_dev.jsonl
50120,Refuted,42,shared_task_dev.jsonl
213935,Supported,42,shared_task_dev.jsonl
89796,Supported,42,shared_task_dev.jsonl
95991,Refuted,42,shared_task_dev.jsonl
45439,Supported,42,shared_task_dev.jsonl
88887,Supported,42,shared_task_dev.jsonl
220212,Refuted,42,shared_task_dev.jsonl
82833,Supported,42,shared_task_dev.jsonl
149944,Refuted,42,shared_task_dev.jsonl
11432,Refuted,42,shared_task_dev.jsonl
77048,Supported,42,shared_task_dev.jsonl
181992,Refuted,42,shared_task_dev.jsonl
172776,Refuted,42,shared_task_dev.jsonl
47605,Supported,42,shared_task_dev.jsonl
224384,Supported,42,shared_task_dev.jsonl
48810,Refuted,42,shared_task_dev.jsonl
148234,Refuted,42,shared_task_dev.jsonl
139650,Refuted,42,shared_task_dev.jsonl
171480,Refuted,42,shared_task_dev.jsonl
178237,Supported,42,shared_task_dev.jsonl
172720,Refuted,42,shared_task_dev.jsonl
109162,Refuted,42,shared_task_dev.jsonl
225792,Supported,42,shared_task_dev.jsonl
127013,Refuted,42,shared_task_dev.jsonl
187577,Refuted,42,shared_task_dev.jsonl
71836,Refuted,42,shared_task_dev.jsonl
212187,Supported,42,shared_task_dev.jsonl
159722,Refuted,42,shared_task_dev.jsonl
83431,Refuted,42,shared_task_dev.jsonl
66610,Supported,42,shared_task_dev.jsonl
43475,Supported,42,shared_task_dev.jsonl
181627,Supported,42,shared_task_dev.jsonl
71722,Supported,42,shared_task_dev.jsonl
179302,Supported,42,shared_task_dev.jsonl
78345,Refuted,42,shared_task_dev.jsonl
19418,Supported,42,shared_task_dev.jsonl
221090,Refuted,42,shared_task_dev.jsonl
32734,Supported,42,shared_task_dev.jsonl
75311,Refuted,42,shared_task_dev.jsonl
180574,Refuted,42,shared_task_dev.jsonl
52287,Refuted,42,shared_task_dev.jsonl
154498,Refuted,42,shared_task_dev.jsonl
141522,Refuted,42,shared_task_dev.jsonl
102875,Refuted,42,shared_task_dev.jsonl
191660,Supported,42,shared_task_dev.jsonl
87563,Refuted,42,shared_task_dev.jsonl
191258,Supported,42,shared_task_dev.jsonl
184433,Refuted,42,shared_task_dev.jsonl
85619,Refuted,42,shared_task_dev.jsonl
219161,Supported,42,shared_task_dev.jsonl
199418,Refuted,42,shared_task_dev.jsonl
56396,Supported,42,shared_task_dev.jsonl
209874,Supported,42,shared_task_dev.jsonl
76692,Refuted,42,shared_task_dev.jsonl
43300,Refuted,42,shared_task_dev.jsonl
110035,Supported,42,shared_task_dev.jsonl
102605,Refuted,42,shared_task_dev.jsonl
165865,Refuted,42,shared_task_dev.jsonl
62126,Refuted,42,shared_task_dev.jsonl
88941,Supported,42,shared_task_dev.jsonl
189771,Supported,42,shared_task_dev.jsonl
178158,Refuted,42,shared_task_dev.jsonl
213945,Refuted,42,shared_task_dev.jsonl
113279,Supported,42,shared_task_dev.jsonl
56809,Refuted,42,shared_task_dev.jsonl
155872,Supported,42,shared_task_dev.jsonl
9075,Refuted,42,shared_task_dev.jsonl
59410,Refuted,42,shared_task_dev.jsonl
216771,Supported,42,shared_task_dev.jsonl
29705,Supported,42,shared_task_dev.jsonl
212217,Refuted,42,shared_task_dev.jsonl
71973,Refuted,42,shared_task_dev.jsonl
211277,Supported,42,shared_task_dev.jsonl
119221,Refuted,42,shared_task_dev.jsonl
206988,Supported,42,shared_task_dev.jsonl
120873,Refuted,42,shared_task_dev.jsonl
43842,Refuted,42,shared_task_dev.jsonl
186335,Refuted,42,shared_task_dev.jsonl
189768,Refuted,42,shared_task_dev.jsonl
183482,Supported,42,shared_task_dev.jsonl
147304,Supported,42,shared_task_dev.jsonl
75960,Refuted,42,shared_task_dev.jsonl
207320,Supported,42,shared_task_dev.jsonl
151450,Supported,42,shared_task_dev.jsonl
72218,Refuted,42,shared_task_dev.jsonl
122828,Supported,42,shared_task_dev.jsonl
93887,Refuted,42,shared_task_dev.jsonl
45310,Supported,42,shared_task_dev.jsonl
19765,Supported,42,shared_task_dev.jsonl
138067,Refuted,42,shared_task_dev.jsonl
88345,Refuted,42,shared_task_dev.jsonl
28048,Supported,42,shared_task_dev.jsonl
105558,Refuted,42,shared_task_dev.jsonl
121786,Supported,42,shared_task_dev.jsonl
207527,Supported,42,shared_task_dev.jsonl
212029,Supported,42,shared_task_dev.jsonl
125398,Refuted,42,shared_task_dev.jsonl
1415,Supported,42,shared_task_dev.jsonl
148167,Supported,42,shared_task_dev.jsonl
227129,Supported,42,shared_task_dev.jsonl
127651,Refuted,42,shared_task_dev.jsonl
107258,Supported,42,shared_task_dev.jsonl
112565,Supported,42,shared_task_dev.jsonl
224379,Refuted,42,shared_task_dev.jsonl
119829,Refuted,42,shared_task_dev.jsonl
105095,Supported,42,shared_task_dev.jsonl
226158,Refuted,42,shared_task_dev.jsonl
44327,Supported,42,shared_task_dev.jsonl
44610,Supported,42,shared_task_dev.jsonl
221256,Refuted,42,shared_task_dev.jsonl
199674,Supported,42,shared_task_dev.jsonl
179825,Supported,42,shared_task_dev.jsonl
71269,Refuted,42,shared_task_dev.jsonl
160060,Supported,42,shared_task_dev.jsonl
188571,Supported,42,shared_task_dev.jsonl
193444,Supported,42,shared_task_dev.jsonl
94546,Refuted,42,shared_task_dev.jsonl
204333,Supported,42,shared_task_dev.jsonl
15307,Supported,42,shared_task_dev.jsonl
133476,Supported,42,shared_task_dev.jsonl
96476,Refuted,42,shared_task_dev.jsonl
160345,Supported,42,shared_task_dev.jsonl
49498,Refuted,42,shared_task_dev.jsonl
66580,Supported,42,shared_task_dev.jsonl
148735,Supported,42,shared_task_dev.jsonl
93082,Supported,42,shared_task_dev.jsonl
169315,Supported,42,shared_task_dev.jsonl
75942,Refuted,42,shared_task_dev.jsonl
165890,Supported,42,shared_task_dev.jsonl
179821,Refuted,42,shared_task_dev.jsonl
13773,Supported,42,shared_task_dev.jsonl
148750,Refuted,42,shared_task_dev.jsonl
211019,Supported,42,shared_task_dev.jsonl
113664,Refuted,42,shared_task_dev.jsonl
158426,Refuted,42,shared_task_dev.jsonl
9152,Refuted,42,shared_task_dev.jsonl
54150,Supported,42,shared_task_dev.jsonl
192959,Supported,42,shared_task_dev.jsonl
86559,Supported,42,shared_task_dev.jsonl
70421,Supported,42,shared_task_dev.jsonl
30961,Supported,42,shared_task_dev.jsonl
110762,Refuted,42,shared_task_dev.jsonl
165121,Supported,42,shared_task_dev.jsonl
58244,Supported,42,shared_task_dev.jsonl
155629,Refuted,42,shared_task_dev.jsonl
89920,Refuted,42,shared_task_dev.jsonl
65306,Supported,42,shared_task_dev.jsonl
204415,Supported,42,shared_task_dev.jsonl
82413,Refuted,42,shared_task_dev.jsonl
8248,Refuted,42,shared_task_dev.jsonl
150040,Refuted,42,shared_task_dev.jsonl
84948,Refuted,42,shared_task_dev.jsonl
8504,Supported,42,shared_task_dev.jsonl
226862,Supported,42,shared_task_dev.jsonl
126814,Supported,42,shared_task_dev.jsonl
183405,Supported,42,shared_task_dev.jsonl
87918,Refuted,42,shared_task_dev.jsonl
222651,Refuted,42,shared_task_dev.jsonl
194486,Supported,42,shared_task_dev.jsonl
70208,Refuted,42,shared_task_dev.jsonl
18768,Supported,42,shared_task_dev.jsonl
38947,Supported,42,shared_task_dev.jsonl
11674,Supported,42,shared_task_dev.jsonl
194242,Supported,42,shared_task_dev.jsonl
91387,Supported,42,shared_task_dev.jsonl
58608,Refuted,42,shared_task_dev.jsonl
15980,Supported,42,shared_task_dev.jsonl
5513,Supported,42,shared_task_dev.jsonl
186990,Refuted,42,shared_task_dev.jsonl
201583,Refuted,42,shared_task_dev.jsonl
160961,Supported,42,shared_task_dev.jsonl
54142,Refuted,42,shared_task_dev.jsonl
97549,Refuted,42,shared_task_dev.jsonl
128356,Refuted,42,shared_task_dev.jsonl
79034,Refuted,42,shared_task_dev.jsonl
47736,Supported,42,shared_task_dev.jsonl
72560,Supported,42,shared_task_dev.jsonl
24659,Supported,42,shared_task_dev.jsonl
154241,Refuted,42,shared_task_dev.jsonl
29720,Refuted,42,shared_task_dev.jsonl
39811,Refuted,42,shared_task_dev.jsonl
72937,Refuted,42,shared_task_dev.jsonl
53852,Refuted,42,shared_task_dev.jsonl
143205,Supported,42,shared_task_dev.jsonl
194742,Supported,42,shared_task_dev.jsonl
174025,Refuted,42,shared_task_dev.jsonl
189450,Supported,42,shared_task_dev.jsonl
78448,Refuted,42,shared_task_dev.jsonl
147235,Refuted,42,shared_task_dev.jsonl
69739,Supported,42,shared_task_dev.jsonl
78264,Refuted,42,shared_task_dev.jsonl
86242,Refuted,42,shared_task_dev.jsonl
209863,Refuted,42,shared_task_dev.jsonl
12852,Supported,42,shared_task_dev.jsonl
115028,Refuted,42,shared_task_dev.jsonl
100083,Supported,42,shared_task_dev.jsonl
121486,Refuted,42,shared_task_dev.jsonl
134442,Supported,42,shared_task_dev.jsonl
140196,Supported,42,shared_task_dev.jsonl
64770,Refuted,42,shared_task_dev.jsonl
46582,Refuted,42,shared_task_dev.jsonl
156831,Supported,42,shared_task_dev.jsonl
127225,Refuted,42,shared_task_dev.jsonl
58341,Refuted,42,shared_task_dev.jsonl
89544,Supported,42,shared_task_dev.jsonl
47849,Refuted,42,shared_task_dev.jsonl
51856,Refuted,42,shared_task_dev.jsonl
144769,Refuted,42,shared_task_dev.jsonl
173130,Refuted,42,shared_task_dev.jsonl
172102,Refuted,42,shared_task_dev.jsonl
134563,Supported,42,shared_task_dev.jsonl
154470,Refuted,42,shared_task_dev.jsonl
12118,Supported,42,shared_task_dev.jsonl
200050,Refuted,42,shared_task_dev.jsonl
89936,Supported,42,shared_task_dev.jsonl
172523,Refuted,42,shared_task_dev.jsonl
17336,Supported,42,shared_task_dev.jsonl
42223,Supported,42,shared_task_dev.jsonl
100088,Refuted,42,shared_task_dev.jsonl
215482,Refuted,42,shared_task_dev.jsonl
14939,Supported,42,shared_task_dev.jsonl
86110,Refuted,42,shared_task_dev.jsonl
79038,Supported,42,shared_task_dev.jsonl
35405,Supported,42,shared_task_dev.jsonl
89719,Refuted,42,shared_task_dev.jsonl
34764,Refuted,42,shared_task_dev.jsonl
8221,Supported,42,shared_task_dev.jsonl
89409,Refuted,42,shared_task_dev.jsonl
202736,Supported,42,shared_task_dev.jsonl
83989,Supported,42,shared_task_dev.jsonl
140522,Supported,42,shared_task_dev.jsonl
104922,Refuted,42,shared_task_dev.jsonl
207543,Supported,42,shared_task_dev.jsonl
21875,Refuted,42,shared_task_dev.jsonl
223670,Supported,42,shared_task_dev.jsonl
187000,Refuted,42,shared_task_dev.jsonl
42974,Supported,42,shared_task_dev.jsonl
101552,Supported,42,shared_task_dev.jsonl
177524,Refuted,42,shared_task_dev.jsonl
607,Supported,42,shared_task_dev.jsonl
18464,Refuted,42,shared_task_dev.jsonl
187375,Supported,42,shared_task_dev.jsonl
143301,Refuted,42,shared_task_dev.jsonl
92181,Refuted,42,shared_task_dev.jsonl
48891,Supported,42,shared_task_dev.jsonl
64024,Supported,42,shared_task_dev.jsonl
19756,Supported,42,shared_task_dev.jsonl
113247,Refuted,42,shared_task_dev.jsonl
132700,Supported,42,shared_task_dev.jsonl
174604,Refuted,42,shared_task_dev.jsonl
15389,Supported,42,shared_task_dev.jsonl
217025,Supported,42,shared_task_dev.jsonl
31770,Supported,42,shared_task_dev.jsonl
60495,Supported,42,shared_task_dev.jsonl
24080,Supported,42,shared_task_dev.jsonl
94058,Supported,42,shared_task_dev.jsonl
192708,Refuted,42,shared_task_dev.jsonl
156493,Refuted,42,shared_task_dev.jsonl
201798,Refuted,42,shared_task_dev.jsonl
194450,Refuted,42,shared_task_dev.jsonl
7697,Refuted,42,shared_task_dev.jsonl
174526,Refuted,42,shared_task_dev.jsonl
91317,Refuted,42,shared_task_dev.jsonl
121094,Supported,42,shared_task_dev.jsonl
74951,Refuted,42,shared_task_dev.jsonl
38481,Refuted,42,shared_task_dev.jsonl
15963,Supported,42,shared_task_dev.jsonl
20708,Refuted,42,shared_task_dev.jsonl
75836,Supported,42,shared_task_dev.jsonl
188630,Refuted,42,shared_task_dev.jsonl
177157,Refuted,42,shared_task_dev.jsonl
215199,Supported,42,shared_task_dev.jsonl
195067,Supported,42,shared_task_dev.jsonl
79389,Supported,42,shared_task_dev.jsonl
175438,Supported,42,shared_task_dev.jsonl
71959,Supported,42,shared_task_dev.jsonl
121338,Refuted,42,shared_task_dev.jsonl
148055,Supported,42,shared_task_dev.jsonl
25933,Refuted,42,shared_task_dev.jsonl
78534,Supported,42,shared_task_dev.jsonl
786,Supported,42,shared_task_dev.jsonl
156917,Refuted,42,shared_task_dev.jsonl
145061,Refuted,42,shared_task_dev.jsonl
86029,Refuted,42,shared_task_dev.jsonl
151474,Refuted,42,shared_task_dev.jsonl
73444,Refuted,42,shared_task_dev.jsonl
209119,Refuted,42,shared_task_dev.jsonl
191248,Supported,42,shared_task_dev.jsonl
106996,Refuted,42,shared_task_dev.jsonl
99914,Refuted,42,shared_task_dev.jsonl
183468,Supported,42,shared_task_dev.jsonl
182442,Supported,42,shared_task_dev.jsonl
209087,Supported,42,shared_task_dev.jsonl
154942,Refuted,42,shared_task_dev.jsonl
214266,Refuted,42,shared_task_dev.jsonl
118411,Supported,42,shared_task_dev.jsonl
192585,Refuted,42,shared_task_dev.jsonl
157426,Refuted,42,shared_task_dev.jsonl
179289,Refuted,42,shared_task_dev.jsonl
15406,Refuted,42,shared_task_dev.jsonl
172320,Refuted,42,shared_task_dev.jsonl
194745,Refuted,42,shared_task_dev.jsonl
160825,Refuted,42,shared_task_dev.jsonl
14223,Supported,42,shared_task_dev.jsonl
152286,Refuted,42,shared_task_dev.jsonl
86897,Supported,42,shared_task_dev.jsonl
126973,Refuted,42,shared_task_dev.jsonl
88480,Supported,42,shared_task_dev.jsonl
43459,Supported,42,shared_task_dev.jsonl
60444,Supported,42,shared_task_dev.jsonl
137370,Refuted,42,shared_task_dev.jsonl
39615,Refuted,42,shared_task_dev.jsonl
10765,Refuted,42,shared_task_dev.jsonl
43535,Supported,42,shared_task_dev.jsonl
201364,Supported,42,shared_task_dev.jsonl
181186,Supported,42,shared_task_dev.jsonl
109461,Supported,42,shared_task_dev.jsonl
114495,Supported,42,shared_task_dev.jsonl
3545,Supported,42,shared_task_dev.jsonl
9868,Supported,42,shared_task_dev.jsonl
100467,Refuted,42,shared_task_dev.jsonl
172763,Refuted,42,shared_task_dev.jsonl
64402,Refuted,42,shared_task_dev.jsonl
130920,Refuted,42,shared_task_dev.jsonl
107307,Supported,42,shared_task_dev.jsonl
91200,Supported,42,shared_task_dev.jsonl
222170,Supported,42,shared_task_dev.jsonl
174509,Supported,42,shared_task_dev.jsonl
59603,Refuted,42,shared_task_dev.jsonl
184310,Refuted,42,shared_task_dev.jsonl
134680,Refuted,42,shared_task_dev.jsonl
21405,Refuted,42,shared_task_dev.jsonl
26444,Refuted,42,shared_task_dev.jsonl
162206,Supported,42,shared_task_dev.jsonl
166925,Supported,42,shared_task_dev.jsonl
114829,Refuted,42,shared_task_dev.jsonl
170091,Supported,42,shared_task_dev.jsonl
55713,Refuted,42,shared_task_dev.jsonl
198565,Refuted,42,shared_task_dev.jsonl
140316,Supported,42,shared_task_dev.jsonl
95456,Refuted,42,shared_task_dev.jsonl
172519,Refuted,42,shared_task_dev.jsonl
12204,Supported,42,shared_task_dev.jsonl
14406,Supported,42,shared_task_dev.jsonl
28406,Refuted,42,shared_task_dev.jsonl
45515,Supported,42,shared_task_dev.jsonl
74235,Supported,42,shared_task_dev.jsonl
10052,Refuted,42,shared_task_dev.jsonl
89163,Refuted,42,shared_task_dev.jsonl
159940,Supported,42,shared_task_dev.jsonl
192904,Refuted,42,shared_task_dev.jsonl
74961,Supported,42,shared_task_dev.jsonl
128975,Refuted,42,shared_task_dev.jsonl
213439,Refuted,42,shared_task_dev.jsonl
194893,Refuted,42,shared_task_dev.jsonl
57359,Refuted,42,shared_task_dev.jsonl
64628,Supported,42,shared_task_dev.jsonl
221137,Supported,42,shared_task_dev.jsonl
104677,Supported,42,shared_task_dev.jsonl
127777,Refuted,42,shared_task_dev.jsonl
165705,Supported,42,shared_task_dev.jsonl
76869,Supported,42,shared_task_dev.jsonl
2151,Refuted,42,shared_task_dev.jsonl
126828,Refuted,42,shared_task_dev.jsonl
16474,Supported,42,shared_task_dev.jsonl
68280,Refuted,42,shared_task_dev.jsonl
166376,Refuted,42,shared_task_dev.jsonl
35822,Refuted,42,shared_task_dev.jsonl
119193,Supported,42,shared_task_dev.jsonl
119519,Refuted,42,shared_task_dev.jsonl
25147,Refuted,42,shared_task_dev.jsonl
131072,Supported,42,shared_task_dev.jsonl
72646,Supported,42,shared_task_dev.jsonl
201808,Supported,42,shared_task_dev.jsonl
69798,Refuted,42,shared_task_dev.jsonl
25780,Supported,42,shared_task_dev.jsonl
25748,Refuted,42,shared_task_dev.jsonl
58322,Refuted,42,shared_task_dev.jsonl
207388,Supported,42,shared_task_dev.jsonl
203701,Refuted,42,shared_task_dev.jsonl
161560,Supported,42,shared_task_dev.jsonl
216349,Supported,42,shared_task_dev.jsonl
183456,Refuted,42,shared_task_dev.jsonl
16701,Supported,42,shared_task_dev.jsonl
59147,Supported,42,shared_task_dev.jsonl
125315,Refuted,42,shared_task_dev.jsonl
218243,Supported,42,shared_task_dev.jsonl
188135,Supported,42,shared_task_dev.jsonl
199738,Supported,42,shared_task_dev.jsonl
198419,Supported,42,shared_task_dev.jsonl
62924,Refuted,42,shared_task_dev.jsonl
228066,Supported,42,shared_task_dev.jsonl
122095,Supported,42,shared_task_dev.jsonl
102120,Refuted,42,shared_task_dev.jsonl
167455,Supported,42,shared_task_dev.jsonl
205063,Supported,42,shared_task_dev.jsonl
59626,Refuted,42,shared_task_dev.jsonl
215123,Refuted,42,shared_task_dev.jsonl
207332,Supported,42,shared_task_dev.jsonl
51654,Supported,42,shared_task_dev.jsonl
61136,Refuted,42,shared_task_dev.jsonl
177185,Refuted,42,shared_task_dev.jsonl
89777,Refuted,42,shared_task_dev.jsonl
85196,Refuted,42,shared_task_dev.jsonl
179745,Refuted,42,shared_task_dev.jsonl
69410,Refuted,42,shared_task_dev.jsonl
92150,Supported,42,shared_task_dev.jsonl
188577,Supported,42,shared_task_dev.jsonl
90158,Supported,42,shared_task_dev.jsonl
46970,Refuted,42,shared_task_dev.jsonl
179266,Refuted,42,shared_task_dev.jsonl
107928,Refuted,42,shared_task_dev.jsonl
126823,Refuted,42,shared_task_dev.jsonl
172751,Refuted,42,shared_task_dev.jsonl
112906,Refuted,42,shared_task_dev.jsonl
220282,Supported,42,shared_task_dev.jsonl
46065,Refuted,42,shared_task_dev.jsonl
531,Refuted,42,shared_task_dev.jsonl
223693,Refuted,42,shared_task_dev.jsonl
178166,Refuted,42,shared_task_dev.jsonl
56960,Refuted,42,shared_task_dev.jsonl
558,Supported,42,shared_task_dev.jsonl
141613,Refuted,42,shared_task_dev.jsonl
17278,Refuted,42,shared_task_dev.jsonl
117966,Supported,42,shared_task_dev.jsonl
191877,Supported,42,shared_task_dev.jsonl
63038,Supported,42,shared_task_dev.jsonl
183619,Supported,42,shared_task_dev.jsonl
207341,Refuted,42,shared_task_dev.jsonl
73716,Refuted,42,shared_task_dev.jsonl
8546,Refuted,42,shared_task_dev.jsonl
51013,Supported,42,shared_task_dev.jsonl
207006,Refuted,42,shared_task_dev.jsonl
216784,Supported,42,shared_task_dev.jsonl
222764,Supported,42,shared_task_dev.jsonl
181201,Refuted,42,shared_task_dev.jsonl
119935,Supported,42,shared_task_dev.jsonl
29543,Supported,42,shared_task_dev.jsonl
