example_id,claim,gold_label,gold_evidence,raw_evidence,model,condition,model_output,correct,error_type,notes
204361,The Cretaceous ended.,Supported,"The Cretaceous ended with a large mass extinction , the Cretaceous -- Paleogene extinction event , in which many groups , including non-avian dinosaurs , pterosaurs and large marine reptiles died out .","[[[241287,242825,""Cretaceous"",8]],[[241288,242826,""Cretaceous"",8]],[[241288,242827,""Cretaceous"",9]],[[241289,242828,""Cretaceous"",8]],[[241289,242829,""Cretaceous"",9]]]",GPT-4.1 mini,claim_only,Supported,Yes,,
204361,The Cretaceous ended.,Supported,"The Cretaceous ended with a large mass extinction , the Cretaceous -- Paleogene extinction event , in which many groups , including non-avian dinosaurs , pterosaurs and large marine reptiles died out .","[[[241287,242825,""Cretaceous"",8]],[[241288,242826,""Cretaceous"",8]],[[241288,242827,""Cretaceous"",9]],[[241289,242828,""Cretaceous"",8]],[[241289,242829,""Cretaceous"",9]]]",GPT-4.1 mini,claim_plus_evidence,Supported,Yes,,
105095,Nicholas Brody is a character on Homeland.,Supported,"Nicholas `` Nick '' Brody , played by actor Damian Lewis , is a fictional character on the American television series Homeland on Showtime , created by Alex Gansa and Howard Gordon .","[[[123414,137856,""Nicholas_Brody"",1]],[[123414,137857,""Nicholas_Brody"",4],[123414,137857,""Carrie_Mathison"",0],[123414,137857,""Carrie_Mathison"",2]]]",GPT-4.1,claim_only,Supported,Yes,,
105095,Nicholas Brody is a character on Homeland.,Supported,"Nicholas `` Nick '' Brody , played by actor Damian Lewis , is a fictional character on the American television series Homeland on Showtime , created by Alex Gansa and Howard Gordon .","[[[123414,137856,""Nicholas_Brody"",1]],[[123414,137857,""Nicholas_Brody"",4],[123414,137857,""Carrie_Mathison"",0],[123414,137857,""Carrie_Mathison"",2]]]",GPT-4.1,claim_plus_evidence,Supported,Yes,,
105095,Nicholas Brody is a character on Homeland.,Supported,"Nicholas `` Nick '' Brody , played by actor Damian Lewis , is a fictional character on the American television series Homeland on Showtime , created by Alex Gansa and Howard Gordon .","[[[123414,137856,""Nicholas_Brody"",1]],[[123414,137857,""Nicholas_Brody"",4],[123414,137857,""Carrie_Mathison"",0],[123414,137857,""Carrie_Mathison"",2]]]",GPT-4.1 mini,claim_only,Supported,Yes,,
105095,Nicholas Brody is a character on Homeland.,Supported,"Nicholas `` Nick '' Brody , played by actor Damian Lewis , is a fictional character on the American television series Homeland on Showtime , created by Alex Gansa and Howard Gordon .","[[[123414,137856,""Nicholas_Brody"",1]],[[123414,137857,""Nicholas_Brody"",4],[123414,137857,""Carrie_Mathison"",0],[123414,137857,""Carrie_Mathison"",2]]]",GPT-4.1 mini,claim_plus_evidence,Supported,Yes,,
192714,CBS is the network that aired The Millers.,Supported,"The multi-camera series aired from October 3 , 2013 to July 18 , 2015 and ran 34 episodes over two seasons on CBS .","[[[225477,230125,""The_Millers"",1]]]",GPT-4.1,claim_only,Supported,Yes,,
192714,CBS is the network that aired The Millers.,Supported,"The multi-camera series aired from October 3 , 2013 to July 18 , 2015 and ran 34 episodes over two seasons on CBS .","[[[225477,230125,""The_Millers"",1]]]",GPT-4.1,claim_plus_evidence,Supported,Yes,,
192714,CBS is the network that aired The Millers.,Supported,"The multi-camera series aired from October 3 , 2013 to July 18 , 2015 and ran 34 episodes over two seasons on CBS .","[[[225477,230125,""The_Millers"",1]]]",GPT-4.1 mini,claim_only,Supported,Yes,,
192714,CBS is the network that aired The Millers.,Supported,"The multi-camera series aired from October 3 , 2013 to July 18 , 2015 and ran 34 episodes over two seasons on CBS .","[[[225477,230125,""The_Millers"",1]]]",GPT-4.1 mini,claim_plus_evidence,Supported,Yes,,
111897,Telemundo is a English-language television network.,Refuted,Telemundo -LRB- -LSB- teleˈmundo -RSB- -RRB- is an American Spanish-language terrestrial television network owned by Comcast through the NBCUniversal division NBCUniversal Telemundo Enterprises .,"[[[131371,146144,""Telemundo"",0]],[[131371,146148,""Telemundo"",1]],[[131371,146150,""Telemundo"",4],[131371,146150,""Hispanic_and_Latino_Americans"",0]],[[131371,146151,""Telemundo"",5]]]",GPT-4.1,claim_only,Refuted,Yes,,
111897,Telemundo is a English-language television network.,Refuted,Telemundo -LRB- -LSB- teleˈmundo -RSB- -RRB- is an American Spanish-language terrestrial television network owned by Comcast through the NBCUniversal division NBCUniversal Telemundo Enterprises .,"[[[131371,146144,""Telemundo"",0]],[[131371,146148,""Telemundo"",1]],[[131371,146150,""Telemundo"",4],[131371,146150,""Hispanic_and_Latino_Americans"",0]],[[131371,146151,""Telemundo"",5]]]",GPT-4.1,claim_plus_evidence,Refuted,Yes,,
111897,Telemundo is a English-language television network.,Refuted,Telemundo -LRB- -LSB- teleˈmundo -RSB- -RRB- is an American Spanish-language terrestrial television network owned by Comcast through the NBCUniversal division NBCUniversal Telemundo Enterprises .,"[[[131371,146144,""Telemundo"",0]],[[131371,146148,""Telemundo"",1]],[[131371,146150,""Telemundo"",4],[131371,146150,""Hispanic_and_Latino_Americans"",0]],[[131371,146151,""Telemundo"",5]]]",GPT-4.1 mini,claim_only,Refuted,Yes,,
111897,Telemundo is a English-language television network.,Refuted,Telemundo -LRB- -LSB- teleˈmundo -RSB- -RRB- is an American Spanish-language terrestrial television network owned by Comcast through the NBCUniversal division NBCUniversal Telemundo Enterprises .,"[[[131371,146144,""Telemundo"",0]],[[131371,146148,""Telemundo"",1]],[[131371,146150,""Telemundo"",4],[131371,146150,""Hispanic_and_Latino_Americans"",0]],[[131371,146151,""Telemundo"",5]]]",GPT-4.1 mini,claim_plus_evidence,Refuted,Yes,,
89891,Damon Albarn's debut album was released in 2011.,Refuted,"His debut solo studio album Everyday Robots -- co-produced by XL Recordings CEO Richard Russell -- was released on 28 April 2014 and featured collaborations with Brian Eno , Natasha Khan and the Leytonstone City Pentecostal Mission Church Choir as well as sampling several rants by Lord Buckley .","[[[107201,120581,""Damon_Albarn"",17]]]",GPT-4.1,claim_only,Refuted,Yes,,
89891,Damon Albarn's debut album was released in 2011.,Refuted,"His debut solo studio album Everyday Robots -- co-produced by XL Recordings CEO Richard Russell -- was released on 28 April 2014 and featured collaborations with Brian Eno , Natasha Khan and the Leytonstone City Pentecostal Mission Church Choir as well as sampling several rants by Lord Buckley .","[[[107201,120581,""Damon_Albarn"",17]]]",GPT-4.1,claim_plus_evidence,Refuted,Yes,,
89891,Damon Albarn's debut album was released in 2011.,Refuted,"His debut solo studio album Everyday Robots -- co-produced by XL Recordings CEO Richard Russell -- was released on 28 April 2014 and featured collaborations with Brian Eno , Natasha Khan and the Leytonstone City Pentecostal Mission Church Choir as well as sampling several rants by Lord Buckley .","[[[107201,120581,""Damon_Albarn"",17]]]",GPT-4.1 mini,claim_only,Supported,No,,
89891,Damon Albarn's debut album was released in 2011.,Refuted,"His debut solo studio album Everyday Robots -- co-produced by XL Recordings CEO Richard Russell -- was released on 28 April 2014 and featured collaborations with Brian Eno , Natasha Khan and the Leytonstone City Pentecostal Mission Church Choir as well as sampling several rants by Lord Buckley .","[[[107201,120581,""Damon_Albarn"",17]]]",GPT-4.1 mini,claim_plus_evidence,Refuted,Yes,,
219028,Savages was exclusively a German film.,Refuted,Savages is a 2012 American crime thriller film directed by Oliver Stone .,"[[[260471,258880,""Savages_-LRB-2012_film-RRB-"",3]],[[260473,258882,""Savages_-LRB-2012_film-RRB-"",3]]]",GPT-4.1,claim_only,Refuted,Yes,,
219028,Savages was exclusively a German film.,Refuted,Savages is a 2012 American crime thriller film directed by Oliver Stone .,"[[[260471,258880,""Savages_-LRB-2012_film-RRB-"",3]],[[260473,258882,""Savages_-LRB-2012_film-RRB-"",3]]]",GPT-4.1,claim_plus_evidence,Refuted,Yes,,
219028,Savages was exclusively a German film.,Refuted,Savages is a 2012 American crime thriller film directed by Oliver Stone .,"[[[260471,258880,""Savages_-LRB-2012_film-RRB-"",3]],[[260473,258882,""Savages_-LRB-2012_film-RRB-"",3]]]",GPT-4.1 mini,claim_only,Refuted,Yes,,
219028,Savages was exclusively a German film.,Refuted,Savages is a 2012 American crime thriller film directed by Oliver Stone .,"[[[260471,258880,""Savages_-LRB-2012_film-RRB-"",3]],[[260473,258882,""Savages_-LRB-2012_film-RRB-"",3]]]",GPT-4.1 mini,claim_plus_evidence,Refuted,Yes,,
108281,Andrew Kevin Walker is only Chinese.,Refuted,"Andrew Kevin Walker -LRB- born August 14 , 1964 -RRB- is an American BAFTA-nominated screenwriter .","[[[127089,141573,""Andrew_Kevin_Walker"",0]]]",GPT-4.1,claim_only,Refuted,Yes,,
108281,Andrew Kevin Walker is only Chinese.,Refuted,"Andrew Kevin Walker -LRB- born August 14 , 1964 -RRB- is an American BAFTA-nominated screenwriter .","[[[127089,141573,""Andrew_Kevin_Walker"",0]]]",GPT-4.1,claim_plus_evidence,Refuted,Yes,,
108281,Andrew Kevin Walker is only Chinese.,Refuted,"Andrew Kevin Walker -LRB- born August 14 , 1964 -RRB- is an American BAFTA-nominated screenwriter .","[[[127089,141573,""Andrew_Kevin_Walker"",0]]]",GPT-4.1 mini,claim_only,Refuted,Yes,,
108281,Andrew Kevin Walker is only Chinese.,Refuted,"Andrew Kevin Walker -LRB- born August 14 , 1964 -RRB- is an American BAFTA-nominated screenwriter .","[[[127089,141573,""Andrew_Kevin_Walker"",0]]]",GPT-4.1 mini,claim_plus_evidence,Refuted,Yes,,
54168,Murda Beatz's real name is Marshall Mathers.,Refuted,"Shane Lee Lindstrom -LRB- born February 11 , 1994 -RRB- , professionally known as Murda Beatz , is a Canadian hip hop record producer from Fort Erie , Ontario .","[[[70477,81355,""Murda_Beatz"",0]]]",GPT-4.1,claim_only,Refuted,Yes,,
54168,Murda Beatz's real name is Marshall Mathers.,Refuted,"Shane Lee Lindstrom -LRB- born February 11 , 1994 -RRB- , professionally known as Murda Beatz , is a Canadian hip hop record producer from Fort Erie , Ontario .","[[[70477,81355,""Murda_Beatz"",0]]]",GPT-4.1,claim_plus_evidence,Refuted,Yes,,
54168,Murda Beatz's real name is Marshall Mathers.,Refuted,"Shane Lee Lindstrom -LRB- born February 11 , 1994 -RRB- , professionally known as Murda Beatz , is a Canadian hip hop record producer from Fort Erie , Ontario .","[[[70477,81355,""Murda_Beatz"",0]]]",GPT-4.1 mini,claim_only,Refuted,Yes,,
54168,Murda Beatz's real name is Marshall Mathers.,Refuted,"Shane Lee Lindstrom -LRB- born February 11 , 1994 -RRB- , professionally known as Murda Beatz , is a Canadian hip hop record producer from Fort Erie , Ontario .","[[[70477,81355,""Murda_Beatz"",0]]]",GPT-4.1 mini,claim_plus_evidence,Refuted,Yes,,
