example_id,claim,gold_label,gold_evidence,raw_evidence,model,condition,model_output,correct,error_type,notes
204361,The Cretaceous ended.,Supported,"The Cretaceous ended with a large mass extinction , the Cretaceous -- Paleogene extinction event , in which many groups , including non-avian dinosaurs , pterosaurs and large marine reptiles died out .","[[[241287,242825,""Cretaceous"",8]],[[241288,242826,""Cretaceous"",8]],[[241288,242827,""Cretaceous"",9]],[[241289,242828,""Cretaceous"",8]],[[241289,242829,""Cretaceous"",9]]]",GPT-4.1 mini,claim_only,,,,
204361,The Cretaceous ended.,Supported,"The Cretaceous ended with a large mass extinction , the Cretaceous -- Paleogene extinction event , in which many groups , including non-avian dinosaurs , pterosaurs and large marine reptiles died out .","[[[241287,242825,""Cretaceous"",8]],[[241288,242826,""Cretaceous"",8]],[[241288,242827,""Cretaceous"",9]],[[241289,242828,""Cretaceous"",8]],[[241289,242829,""Cretaceous"",9]]]",GPT-4.1 mini,claim_plus_evidence,,,,
105095,Nicholas Brody is a character on Homeland.,Supported,"Nicholas `` Nick '' Brody , played by actor Damian Lewis , is a fictional character on the American television series Homeland on Showtime , created by Alex Gansa and Howard Gordon .","[[[123414,137856,""Nicholas_Brody"",1]],[[123414,137857,""Nicholas_Brody"",4],[123414,137857,""Carrie_Mathison"",0],[123414,137857,""Carrie_Mathison"",2]]]",GPT-4.1,claim_only,,,,
105095,Nicholas Brody is a character on Homeland.,Supported,"Nicholas `` Nick '' Brody , played by actor Damian Lewis , is a fictional character on the American television series Homeland on Showtime , created by Alex Gansa and Howard Gordon .","[[[123414,137856,""Nicholas_Brody"",1]],[[123414,137857,""Nicholas_Brody"",4],[123414,137857,""Carrie_Mathison"",0],[123414,137857,""Carrie_Mathison"",2]]]",GPT-4.1,claim_plus_evidence,,,,
105095,Nicholas Brody is a character on Homeland.,Supported,"Nicholas `` Nick '' Brody , played by actor Damian Lewis , is a fictional character on the American television series Homeland on Showtime , created by Alex Gansa and Howard Gordon .","[[[123414,137856,""Nicholas_Brody"",1]],[[123414,137857,""Nicholas_Brody"",4],[123414,137857,""Carrie_Mathison"",0],[123414,137857,""Carrie_Mathison"",2]]]",GPT-4.1 mini,claim_only,,,,
105095,Nicholas Brody is a character on Homeland.,Supported,"Nicholas `` Nick '' Brody , played by actor Damian Lewis , is a fictional character on the American television series Homeland on Showtime , created by Alex Gansa and Howard Gordon .","[[[123414,137856,""Nicholas_Brody"",1]],[[123414,137857,""Nicholas_Brody"",4],[123414,137857,""Carrie_Mathison"",0],[123414,137857,""Carrie_Mathison"",2]]]",GPT-4.1 mini,claim_plus_evidence,,,,
192714,CBS is the network that aired The Millers.,Supported,"The multi-camera series aired from October 3 , 2013 to July 18 , 2015 and ran 34 episodes over two seasons on CBS .","[[[225477,230125,""The_Millers"",1]]]",GPT-4.1,claim_only,,,,
192714,CBS is the network that aired The Millers.,Supported,"The multi-camera series aired from October 3 , 2013 to July 18 , 2015 and ran 34 episodes over two seasons on CBS .","[[[225477,230125,""The_Millers"",1]]]",GPT-4.1,claim_plus_evidence,,,,
192714,CBS is the network that aired The Millers.,Supported,"The multi-camera series aired from October 3 , 2013 to July 18 , 2015 and ran 34 episodes over two seasons on CBS .","[[[225477,230125,""The_Millers"",1]]]",GPT-4.1 mini,claim_only,,,,
192714,CBS is the network that aired The Millers.,Supported,"The multi-camera series aired from October 3 , 2013 to July 18 , 2015 and ran 34 episodes over two seasons on CBS .","[[[225477,230125,""The_Millers"",1]]]",GPT-4.1 mini,claim_plus_evidence,,,,
159706,Edgar Wright is a person.,Supported,"Edgar Howard Wright -LRB- born 18 April 1974 -RRB- is an English director , screenwriter , producer , and actor .","[[[184145,196092,""Edgar_Wright"",0]],[[184145,196093,""Edgar_Wright"",1]],[[184145,196094,""Edgar_Wright"",2]],[[184145,196095,""Edgar_Wright"",5]],[[184145,196096,""Edgar_Wright"",6]],[[184145,196097,""Edgar_Wright"",7]]]",GPT-4.1,claim_only,,,,
159706,Edgar Wright is a person.,Supported,"Edgar Howard Wright -LRB- born 18 April 1974 -RRB- is an English director , screenwriter , producer , and actor .","[[[184145,196092,""Edgar_Wright"",0]],[[184145,196093,""Edgar_Wright"",1]],[[184145,196094,""Edgar_Wright"",2]],[[184145,196095,""Edgar_Wright"",5]],[[184145,196096,""Edgar_Wright"",6]],[[184145,196097,""Edgar_Wright"",7]]]",GPT-4.1,claim_plus_evidence,,,,
159706,Edgar Wright is a person.,Supported,"Edgar Howard Wright -LRB- born 18 April 1974 -RRB- is an English director , screenwriter , producer , and actor .","[[[184145,196092,""Edgar_Wright"",0]],[[184145,196093,""Edgar_Wright"",1]],[[184145,196094,""Edgar_Wright"",2]],[[184145,196095,""Edgar_Wright"",5]],[[184145,196096,""Edgar_Wright"",6]],[[184145,196097,""Edgar_Wright"",7]]]",GPT-4.1 mini,claim_only,,,,
159706,Edgar Wright is a person.,Supported,"Edgar Howard Wright -LRB- born 18 April 1974 -RRB- is an English director , screenwriter , producer , and actor .","[[[184145,196092,""Edgar_Wright"",0]],[[184145,196093,""Edgar_Wright"",1]],[[184145,196094,""Edgar_Wright"",2]],[[184145,196095,""Edgar_Wright"",5]],[[184145,196096,""Edgar_Wright"",6]],[[184145,196097,""Edgar_Wright"",7]]]",GPT-4.1 mini,claim_plus_evidence,,,,
107786,Ann Richards was professionally involved in politics.,Supported,"Dorothy Ann Willis Richards -LRB- September 1 , 1933 -- September 13 , 2006 -RRB- was an American politician and the 45th Governor of Texas from 1991 to 1995 .","[[[126507,140905,""Ann_Richards"",0]],[[126507,140906,""Ann_Richards"",1]],[[126507,140907,""Ann_Richards"",2]]]",GPT-4.1,claim_only,,,,
107786,Ann Richards was professionally involved in politics.,Supported,"Dorothy Ann Willis Richards -LRB- September 1 , 1933 -- September 13 , 2006 -RRB- was an American politician and the 45th Governor of Texas from 1991 to 1995 .","[[[126507,140905,""Ann_Richards"",0]],[[126507,140906,""Ann_Richards"",1]],[[126507,140907,""Ann_Richards"",2]]]",GPT-4.1,claim_plus_evidence,,,,
107786,Ann Richards was professionally involved in politics.,Supported,"Dorothy Ann Willis Richards -LRB- September 1 , 1933 -- September 13 , 2006 -RRB- was an American politician and the 45th Governor of Texas from 1991 to 1995 .","[[[126507,140905,""Ann_Richards"",0]],[[126507,140906,""Ann_Richards"",1]],[[126507,140907,""Ann_Richards"",2]]]",GPT-4.1 mini,claim_only,,,,
107786,Ann Richards was professionally involved in politics.,Supported,"Dorothy Ann Willis Richards -LRB- September 1 , 1933 -- September 13 , 2006 -RRB- was an American politician and the 45th Governor of Texas from 1991 to 1995 .","[[[126507,140905,""Ann_Richards"",0]],[[126507,140906,""Ann_Richards"",1]],[[126507,140907,""Ann_Richards"",2]]]",GPT-4.1 mini,claim_plus_evidence,,,,
166846,Drake Bell put out an EP.,Supported,Bell released an EP in 2011 called A Reminder independently .,"[[[194302,204692,""Drake_Bell"",18]]]",GPT-4.1,claim_only,,,,
166846,Drake Bell put out an EP.,Supported,Bell released an EP in 2011 called A Reminder independently .,"[[[194302,204692,""Drake_Bell"",18]]]",GPT-4.1,claim_plus_evidence,,,,
166846,Drake Bell put out an EP.,Supported,Bell released an EP in 2011 called A Reminder independently .,"[[[194302,204692,""Drake_Bell"",18]]]",GPT-4.1 mini,claim_only,,,,
166846,Drake Bell put out an EP.,Supported,Bell released an EP in 2011 called A Reminder independently .,"[[[194302,204692,""Drake_Bell"",18]]]",GPT-4.1 mini,claim_plus_evidence,,,,
64721,Aristotle spent time in Athens.,Supported,"At seventeen or eighteen years of age , he joined Plato 's Academy in Athens and remained there until the age of thirty-seven -LRB- c. 347 BC -RRB- .","[[[81170,92990,""Aristotle"",2]]]",GPT-4.1,claim_only,,,,
64721,Aristotle spent time in Athens.,Supported,"At seventeen or eighteen years of age , he joined Plato 's Academy in Athens and remained there until the age of thirty-seven -LRB- c. 347 BC -RRB- .","[[[81170,92990,""Aristotle"",2]]]",GPT-4.1,claim_plus_evidence,,,,
64721,Aristotle spent time in Athens.,Supported,"At seventeen or eighteen years of age , he joined Plato 's Academy in Athens and remained there until the age of thirty-seven -LRB- c. 347 BC -RRB- .","[[[81170,92990,""Aristotle"",2]]]",GPT-4.1 mini,claim_only,,,,
64721,Aristotle spent time in Athens.,Supported,"At seventeen or eighteen years of age , he joined Plato 's Academy in Athens and remained there until the age of thirty-seven -LRB- c. 347 BC -RRB- .","[[[81170,92990,""Aristotle"",2]]]",GPT-4.1 mini,claim_plus_evidence,,,,
55658,James VI and I was a major advocate of a single parliament for Scotland and England.,Supported,He was a major advocate of a single parliament for England and Scotland .,"[[[72026,83020,""James_VI_and_I"",10]]]",GPT-4.1,claim_only,,,,
55658,James VI and I was a major advocate of a single parliament for Scotland and England.,Supported,He was a major advocate of a single parliament for England and Scotland .,"[[[72026,83020,""James_VI_and_I"",10]]]",GPT-4.1,claim_plus_evidence,,,,
55658,James VI and I was a major advocate of a single parliament for Scotland and England.,Supported,He was a major advocate of a single parliament for England and Scotland .,"[[[72026,83020,""James_VI_and_I"",10]]]",GPT-4.1 mini,claim_only,,,,
55658,James VI and I was a major advocate of a single parliament for Scotland and England.,Supported,He was a major advocate of a single parliament for England and Scotland .,"[[[72026,83020,""James_VI_and_I"",10]]]",GPT-4.1 mini,claim_plus_evidence,,,,
201090,Marcus Bentley is a broadcaster.,Supported,"Marcus Morgan Bentley -LRB- born 4 October 1967 -RRB- is a British actor , broadcaster and voice-over artist .","[[[236619,239062,""Marcus_Bentley"",0]],[[236620,239063,""Marcus_Bentley"",0]]]",GPT-4.1,claim_only,,,,
201090,Marcus Bentley is a broadcaster.,Supported,"Marcus Morgan Bentley -LRB- born 4 October 1967 -RRB- is a British actor , broadcaster and voice-over artist .","[[[236619,239062,""Marcus_Bentley"",0]],[[236620,239063,""Marcus_Bentley"",0]]]",GPT-4.1,claim_plus_evidence,,,,
201090,Marcus Bentley is a broadcaster.,Supported,"Marcus Morgan Bentley -LRB- born 4 October 1967 -RRB- is a British actor , broadcaster and voice-over artist .","[[[236619,239062,""Marcus_Bentley"",0]],[[236620,239063,""Marcus_Bentley"",0]]]",GPT-4.1 mini,claim_only,,,,
201090,Marcus Bentley is a broadcaster.,Supported,"Marcus Morgan Bentley -LRB- born 4 October 1967 -RRB- is a British actor , broadcaster and voice-over artist .","[[[236619,239062,""Marcus_Bentley"",0]],[[236620,239063,""Marcus_Bentley"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
207543,Mel B released a song on Virgin Records in 2007.,Supported,Brown began her solo career when she released `` I Want You Back '' with Missy Elliott on Virgin Records .,"[[[245514,246301,""Mel_B"",5]]]",GPT-4.1,claim_only,,,,
207543,Mel B released a song on Virgin Records in 2007.,Supported,Brown began her solo career when she released `` I Want You Back '' with Missy Elliott on Virgin Records .,"[[[245514,246301,""Mel_B"",5]]]",GPT-4.1,claim_plus_evidence,,,,
207543,Mel B released a song on Virgin Records in 2007.,Supported,Brown began her solo career when she released `` I Want You Back '' with Missy Elliott on Virgin Records .,"[[[245514,246301,""Mel_B"",5]]]",GPT-4.1 mini,claim_only,,,,
207543,Mel B released a song on Virgin Records in 2007.,Supported,Brown began her solo career when she released `` I Want You Back '' with Missy Elliott on Virgin Records .,"[[[245514,246301,""Mel_B"",5]]]",GPT-4.1 mini,claim_plus_evidence,,,,
31963,Shane Black was born in 1961.,Supported,"Shane Black -LRB- born December 16 , 1961 -RRB- is an American screenwriter , director , producer and actor , known for writing the 1987 action film hit Lethal Weapon , and his directorial debut with the film Kiss Kiss Bang Bang in 2005 .","[[[92176,104951,""Shane_Black"",0]],[[94868,107842,""Shane_Black"",0]],[[96996,110149,""Shane_Black"",0]],[[306640,297263,""Shane_Black"",0]],[[306641,297264,""Shane_Black"",0]]]",GPT-4.1,claim_only,,,,
31963,Shane Black was born in 1961.,Supported,"Shane Black -LRB- born December 16 , 1961 -RRB- is an American screenwriter , director , producer and actor , known for writing the 1987 action film hit Lethal Weapon , and his directorial debut with the film Kiss Kiss Bang Bang in 2005 .","[[[92176,104951,""Shane_Black"",0]],[[94868,107842,""Shane_Black"",0]],[[96996,110149,""Shane_Black"",0]],[[306640,297263,""Shane_Black"",0]],[[306641,297264,""Shane_Black"",0]]]",GPT-4.1,claim_plus_evidence,,,,
31963,Shane Black was born in 1961.,Supported,"Shane Black -LRB- born December 16 , 1961 -RRB- is an American screenwriter , director , producer and actor , known for writing the 1987 action film hit Lethal Weapon , and his directorial debut with the film Kiss Kiss Bang Bang in 2005 .","[[[92176,104951,""Shane_Black"",0]],[[94868,107842,""Shane_Black"",0]],[[96996,110149,""Shane_Black"",0]],[[306640,297263,""Shane_Black"",0]],[[306641,297264,""Shane_Black"",0]]]",GPT-4.1 mini,claim_only,,,,
31963,Shane Black was born in 1961.,Supported,"Shane Black -LRB- born December 16 , 1961 -RRB- is an American screenwriter , director , producer and actor , known for writing the 1987 action film hit Lethal Weapon , and his directorial debut with the film Kiss Kiss Bang Bang in 2005 .","[[[92176,104951,""Shane_Black"",0]],[[94868,107842,""Shane_Black"",0]],[[96996,110149,""Shane_Black"",0]],[[306640,297263,""Shane_Black"",0]],[[306641,297264,""Shane_Black"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
71959,Jennifer Lopez made a single.,Supported,"She ventured into the music industry in 1999 with her debut studio album On the 6 , preceded by the number-one single `` If You Had My Love '' .","[[[88649,101279,""Jennifer_Lopez"",4]],[[88663,101293,""Jennifer_Lopez"",4]],[[88663,101294,""Jennifer_Lopez"",7],[88663,101294,""J.Lo_-LRB-album-RRB-"",17]],[[88663,101295,""Jennifer_Lopez"",13],[88663,101295,""Como_Ama_una_Mujer"",12]],[[88663,101296,""Jennifer_Lopez"",14]]]",GPT-4.1,claim_only,,,,
71959,Jennifer Lopez made a single.,Supported,"She ventured into the music industry in 1999 with her debut studio album On the 6 , preceded by the number-one single `` If You Had My Love '' .","[[[88649,101279,""Jennifer_Lopez"",4]],[[88663,101293,""Jennifer_Lopez"",4]],[[88663,101294,""Jennifer_Lopez"",7],[88663,101294,""J.Lo_-LRB-album-RRB-"",17]],[[88663,101295,""Jennifer_Lopez"",13],[88663,101295,""Como_Ama_una_Mujer"",12]],[[88663,101296,""Jennifer_Lopez"",14]]]",GPT-4.1,claim_plus_evidence,,,,
71959,Jennifer Lopez made a single.,Supported,"She ventured into the music industry in 1999 with her debut studio album On the 6 , preceded by the number-one single `` If You Had My Love '' .","[[[88649,101279,""Jennifer_Lopez"",4]],[[88663,101293,""Jennifer_Lopez"",4]],[[88663,101294,""Jennifer_Lopez"",7],[88663,101294,""J.Lo_-LRB-album-RRB-"",17]],[[88663,101295,""Jennifer_Lopez"",13],[88663,101295,""Como_Ama_una_Mujer"",12]],[[88663,101296,""Jennifer_Lopez"",14]]]",GPT-4.1 mini,claim_only,,,,
71959,Jennifer Lopez made a single.,Supported,"She ventured into the music industry in 1999 with her debut studio album On the 6 , preceded by the number-one single `` If You Had My Love '' .","[[[88649,101279,""Jennifer_Lopez"",4]],[[88663,101293,""Jennifer_Lopez"",4]],[[88663,101294,""Jennifer_Lopez"",7],[88663,101294,""J.Lo_-LRB-album-RRB-"",17]],[[88663,101295,""Jennifer_Lopez"",13],[88663,101295,""Como_Ama_una_Mujer"",12]],[[88663,101296,""Jennifer_Lopez"",14]]]",GPT-4.1 mini,claim_plus_evidence,,,,
173496,Sancho Panza is a character in Don Quixote.,Supported,Sancho Panza -LSB- ˈsantʃo ˈpanθa -RSB- is a fictional character in the novel Don Quixote written by Spanish author Don Miguel de Cervantes Saavedra in 1605 .,"[[[200457,209961,""Sancho_Panza"",0]],[[200480,209981,""Sancho_Panza"",0]]]",GPT-4.1,claim_only,,,,
173496,Sancho Panza is a character in Don Quixote.,Supported,Sancho Panza -LSB- ˈsantʃo ˈpanθa -RSB- is a fictional character in the novel Don Quixote written by Spanish author Don Miguel de Cervantes Saavedra in 1605 .,"[[[200457,209961,""Sancho_Panza"",0]],[[200480,209981,""Sancho_Panza"",0]]]",GPT-4.1,claim_plus_evidence,,,,
173496,Sancho Panza is a character in Don Quixote.,Supported,Sancho Panza -LSB- ˈsantʃo ˈpanθa -RSB- is a fictional character in the novel Don Quixote written by Spanish author Don Miguel de Cervantes Saavedra in 1605 .,"[[[200457,209961,""Sancho_Panza"",0]],[[200480,209981,""Sancho_Panza"",0]]]",GPT-4.1 mini,claim_only,,,,
173496,Sancho Panza is a character in Don Quixote.,Supported,Sancho Panza -LSB- ˈsantʃo ˈpanθa -RSB- is a fictional character in the novel Don Quixote written by Spanish author Don Miguel de Cervantes Saavedra in 1605 .,"[[[200457,209961,""Sancho_Panza"",0]],[[200480,209981,""Sancho_Panza"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
40351,Brazzers is a company.,Supported,"Brazzers -LRB- -LSB- ˈbræzərz -RSB- -RRB- is a pornographic production company based in Montreal , Canada .","[[[56645,66861,""Brazzers"",0]]]",GPT-4.1,claim_only,,,,
40351,Brazzers is a company.,Supported,"Brazzers -LRB- -LSB- ˈbræzərz -RSB- -RRB- is a pornographic production company based in Montreal , Canada .","[[[56645,66861,""Brazzers"",0]]]",GPT-4.1,claim_plus_evidence,,,,
40351,Brazzers is a company.,Supported,"Brazzers -LRB- -LSB- ˈbræzərz -RSB- -RRB- is a pornographic production company based in Montreal , Canada .","[[[56645,66861,""Brazzers"",0]]]",GPT-4.1 mini,claim_only,,,,
40351,Brazzers is a company.,Supported,"Brazzers -LRB- -LSB- ˈbræzərz -RSB- -RRB- is a pornographic production company based in Montreal , Canada .","[[[56645,66861,""Brazzers"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
15307,Tim Roth is an English actor.,Supported,Timothy Simon Roth -LRB- born 14 May 1961 -RRB- is an English actor and director .,"[[[30724,37349,""Tim_Roth"",0]]]",GPT-4.1,claim_only,,,,
15307,Tim Roth is an English actor.,Supported,Timothy Simon Roth -LRB- born 14 May 1961 -RRB- is an English actor and director .,"[[[30724,37349,""Tim_Roth"",0]]]",GPT-4.1,claim_plus_evidence,,,,
15307,Tim Roth is an English actor.,Supported,Timothy Simon Roth -LRB- born 14 May 1961 -RRB- is an English actor and director .,"[[[30724,37349,""Tim_Roth"",0]]]",GPT-4.1 mini,claim_only,,,,
15307,Tim Roth is an English actor.,Supported,Timothy Simon Roth -LRB- born 14 May 1961 -RRB- is an English actor and director .,"[[[30724,37349,""Tim_Roth"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
184083,Ernest Medina participated in the My Lai Massacre.,Supported,"He was court martialed in 1971 for his role in the My Lai Massacre , but acquitted the same year .","[[[214290,221372,""Ernest_Medina"",3]]]",GPT-4.1,claim_only,,,,
184083,Ernest Medina participated in the My Lai Massacre.,Supported,"He was court martialed in 1971 for his role in the My Lai Massacre , but acquitted the same year .","[[[214290,221372,""Ernest_Medina"",3]]]",GPT-4.1,claim_plus_evidence,,,,
184083,Ernest Medina participated in the My Lai Massacre.,Supported,"He was court martialed in 1971 for his role in the My Lai Massacre , but acquitted the same year .","[[[214290,221372,""Ernest_Medina"",3]]]",GPT-4.1 mini,claim_only,,,,
184083,Ernest Medina participated in the My Lai Massacre.,Supported,"He was court martialed in 1971 for his role in the My Lai Massacre , but acquitted the same year .","[[[214290,221372,""Ernest_Medina"",3]]]",GPT-4.1 mini,claim_plus_evidence,,,,
226877,Jenna Jameson worked as a glamor model and a stripper.,Supported,She started acting in erotic videos in 1993 after having worked as a stripper and glamor model .,"[[[270524,266550,""Jenna_Jameson"",3]]]",GPT-4.1,claim_only,,,,
226877,Jenna Jameson worked as a glamor model and a stripper.,Supported,She started acting in erotic videos in 1993 after having worked as a stripper and glamor model .,"[[[270524,266550,""Jenna_Jameson"",3]]]",GPT-4.1,claim_plus_evidence,,,,
226877,Jenna Jameson worked as a glamor model and a stripper.,Supported,She started acting in erotic videos in 1993 after having worked as a stripper and glamor model .,"[[[270524,266550,""Jenna_Jameson"",3]]]",GPT-4.1 mini,claim_only,,,,
226877,Jenna Jameson worked as a glamor model and a stripper.,Supported,She started acting in erotic videos in 1993 after having worked as a stripper and glamor model .,"[[[270524,266550,""Jenna_Jameson"",3]]]",GPT-4.1 mini,claim_plus_evidence,,,,
105310,Jack Falahee is a person who acts.,Supported,"Jack Ryan Falahee -LRB- born February 20 , 1989 -RRB- is an American actor .","[[[123633,138050,""Jack_Falahee"",0]]]",GPT-4.1,claim_only,,,,
105310,Jack Falahee is a person who acts.,Supported,"Jack Ryan Falahee -LRB- born February 20 , 1989 -RRB- is an American actor .","[[[123633,138050,""Jack_Falahee"",0]]]",GPT-4.1,claim_plus_evidence,,,,
105310,Jack Falahee is a person who acts.,Supported,"Jack Ryan Falahee -LRB- born February 20 , 1989 -RRB- is an American actor .","[[[123633,138050,""Jack_Falahee"",0]]]",GPT-4.1 mini,claim_only,,,,
105310,Jack Falahee is a person who acts.,Supported,"Jack Ryan Falahee -LRB- born February 20 , 1989 -RRB- is an American actor .","[[[123633,138050,""Jack_Falahee"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
221085,A&E is a cable and satellite television network.,Supported,"A&E -LRB- previously Arts & Entertainment Network -RRB- is an American cable and satellite television channel that serves as the flagship television property of A&E Networks , a joint venture between the Hearst Corporation and Disney -- ABC Television Group subsidiary of the Walt Disney Company -LRB- both of which maintain a 50 % ownership interest -RRB- .","[[[263235,260964,""A&E_-LRB-TV_channel-RRB-"",0]]]",GPT-4.1,claim_only,,,,
221085,A&E is a cable and satellite television network.,Supported,"A&E -LRB- previously Arts & Entertainment Network -RRB- is an American cable and satellite television channel that serves as the flagship television property of A&E Networks , a joint venture between the Hearst Corporation and Disney -- ABC Television Group subsidiary of the Walt Disney Company -LRB- both of which maintain a 50 % ownership interest -RRB- .","[[[263235,260964,""A&E_-LRB-TV_channel-RRB-"",0]]]",GPT-4.1,claim_plus_evidence,,,,
221085,A&E is a cable and satellite television network.,Supported,"A&E -LRB- previously Arts & Entertainment Network -RRB- is an American cable and satellite television channel that serves as the flagship television property of A&E Networks , a joint venture between the Hearst Corporation and Disney -- ABC Television Group subsidiary of the Walt Disney Company -LRB- both of which maintain a 50 % ownership interest -RRB- .","[[[263235,260964,""A&E_-LRB-TV_channel-RRB-"",0]]]",GPT-4.1 mini,claim_only,,,,
221085,A&E is a cable and satellite television network.,Supported,"A&E -LRB- previously Arts & Entertainment Network -RRB- is an American cable and satellite television channel that serves as the flagship television property of A&E Networks , a joint venture between the Hearst Corporation and Disney -- ABC Television Group subsidiary of the Walt Disney Company -LRB- both of which maintain a 50 % ownership interest -RRB- .","[[[263235,260964,""A&E_-LRB-TV_channel-RRB-"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
71853,L.A. Reid has served as the president of a record label.,Supported,"He has served as the chairman and CEO of Epic Records , a division of Sony Music Entertainment , the president and CEO of Arista Records , and the chairman and CEO of the Island Def Jam Music Group .","[[[88547,101161,""L.A._Reid"",1],[88547,101161,""Arista_Records"",1]]]",GPT-4.1,claim_only,,,,
